model,cand_id,status,sample_dir,b,subject,test_path,test_method_count_llm,test_method_count_human,test_method_name_overlap,test_method_name_jaccard,added_test_count_llm,added_test_count_human,added_test_overlap,added_test_name_jaccard,deleted_test_count_llm,deleted_test_count_human,deleted_test_overlap,deleted_test_name_jaccard,modified_test_count_llm,modified_test_count_human,modified_test_overlap,modified_test_name_jaccard,assert_count_llm,assert_count_human,assert_count_ratio,assert_type_distribution_llm,assert_type_distribution_human,assert_type_jaccard,exception_assert_count_llm,exception_assert_count_human,added_tests_llm,added_tests_human,deleted_tests_llm,deleted_tests_human,modified_tests_llm,modified_tests_human,error
gpt-5.5,470,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand470_1d5ba7a1109b,1d5ba7a1109ba6bf5b7948ece6add47d57f9d6c2,MethodUtils cannot find or invoke a public method on a public class implemented in its package-private superclass,src/test/java/org/apache/commons/lang3/reflect/MethodUtilsTest.java,45,45,45,1.0000,1,1,1,1.0000,0,0,0,1.0000,5,5,5,1.0000,246,246,1.0000,"{""assertArrayEquals"": 8, ""assertEquals"": 139, ""assertFalse"": 5, ""assertNotNull"": 19, ""assertNotSame"": 2, ""assertNull"": 27, ""assertNullPointerException"": 13, ""assertSame"": 6, ""assertThrows"": 15, ""assertTrue"": 12}","{""assertArrayEquals"": 8, ""assertEquals"": 139, ""assertFalse"": 5, ""assertNotNull"": 19, ""assertNotSame"": 2, ""assertNull"": 27, ""assertNullPointerException"": 13, ""assertSame"": 6, ""assertThrows"": 15, ""assertTrue"": 12}",1.0000,15,15,"[""testGetAccessibleMethodPublicSub""]","[""testGetAccessibleMethodPublicSub""]",[],[],"[""testGetAccessibleInterfaceMethod"", ""testGetAccessibleInterfaceMethodFromDescription"", ""testGetAccessibleMethodInaccessible"", ""testGetAccessiblePublicMethod"", ""testGetAccessiblePublicMethodFromDescription""]","[""testGetAccessibleInterfaceMethod"", ""testGetAccessibleInterfaceMethodFromDescription"", ""testGetAccessibleMethodInaccessible"", ""testGetAccessiblePublicMethod"", ""testGetAccessiblePublicMethodFromDescription""]",
gpt-5.5,471,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand471_46007c151e4c,46007c151e4cd79891eed4d289ff372ba39d5b8c,"LANG-1317: Adds MethodUtils#findAnnotation and extend MethodUtils#getMethodsWithAnnotation for non-public, super-class and interface methods (closes #261)",src/test/java/org/apache/commons/lang3/reflect/MethodUtilsTest.java,40,40,40,1.0000,11,11,11,1.0000,0,0,0,1.0000,0,0,0,1.0000,173,173,1.0000,"{""assertArrayEquals"": 7, ""assertEquals"": 114, ""assertFalse"": 2, ""assertNotNull"": 11, ""assertNotSame"": 1, ""assertNull"": 14, ""assertSame"": 4, ""assertThat"": 3, ""assertTrue"": 9, ""fail"": 8}","{""assertArrayEquals"": 7, ""assertEquals"": 114, ""assertFalse"": 2, ""assertNotNull"": 11, ""assertNotSame"": 1, ""assertNull"": 14, ""assertSame"": 4, ""assertThat"": 3, ""assertTrue"": 9, ""fail"": 8}",1.0000,9,9,"[""testGetAnnotationIllegalArgumentException1"", ""testGetAnnotationIllegalArgumentException2"", ""testGetAnnotationIllegalArgumentException3"", ""testGetAnnotationNotSearchSupersAndNotIgnoreAccess"", ""testGetAnnotationNotSearchSupersButIgnoreAccess"", ""testGetAnnotationSearchSupersAndIgnoreAccess"", ""testGetAnnotationSearchSupersButNotIgnoreAccess"", ""testGetMethodsWithAnnotationNotSearchSupersAndNotIgnoreAccess"", ""testGetMethodsWithAnnotationNotSearchSupersButIgnoreAccess"", ""testGetMethodsWithAnnotationSearchSupersAndIgnoreAccess"", ""testGetMethodsWithAnnotationSearchSupersButNotIgnoreAccess""]","[""testGetAnnotationIllegalArgumentException1"", ""testGetAnnotationIllegalArgumentException2"", ""testGetAnnotationIllegalArgumentException3"", ""testGetAnnotationNotSearchSupersAndNotIgnoreAccess"", ""testGetAnnotationNotSearchSupersButIgnoreAccess"", ""testGetAnnotationSearchSupersAndIgnoreAccess"", ""testGetAnnotationSearchSupersButNotIgnoreAccess"", ""testGetMethodsWithAnnotationNotSearchSupersAndNotIgnoreAccess"", ""testGetMethodsWithAnnotationNotSearchSupersButIgnoreAccess"", ""testGetMethodsWithAnnotationSearchSupersAndIgnoreAccess"", ""testGetMethodsWithAnnotationSearchSupersButNotIgnoreAccess""]",[],[],[],[],
gpt-5.5,472,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand472_e5e1339e444a,e5e1339e444a2e0c0835b318a20b38c170de15d5,[LANG-1461] Add null-safe StringUtils APIs to wrap String#getBytes([Charset|String]).</action>,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,147,147,147,1.0000,2,2,2,1.0000,0,0,0,1.0000,1,1,1,1.0000,1539,1539,1.0000,"{""assertAbbreviateWithAbbrevMarkerAndOffset"": 21, ""assertAbbreviateWithOffset"": 21, ""assertArrayEquals"": 12, ""assertEquals"": 1186, ""assertFalse"": 30, ""assertNotNull"": 2, ""assertNull"": 184, ""assertSame"": 3, ""assertThrows"": 47, ""assertTrue"": 33}","{""assertAbbreviateWithAbbrevMarkerAndOffset"": 21, ""assertAbbreviateWithOffset"": 21, ""assertArrayEquals"": 12, ""assertEquals"": 1186, ""assertFalse"": 30, ""assertNotNull"": 2, ""assertNull"": 184, ""assertSame"": 3, ""assertThrows"": 47, ""assertTrue"": 33}",1.0000,47,47,"[""testGetBytes_Charset"", ""testGetBytes_String""]","[""testGetBytes_Charset"", ""testGetBytes_String""]",[],[],"[""testStringUtilsCharSequenceContract""]","[""testStringUtilsCharSequenceContract""]",
gpt-5.5,473,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand473_f2bdb0cb74a0,f2bdb0cb74a08b15439abf18df6ac2b52549394a,Add long support to `BitField` (#1561),src/test/java/org/apache/commons/lang3/BitFieldTest.java,16,16,16,1.0000,3,3,3,1.0000,2,2,2,1.0000,13,13,13,1.0000,98,98,1.0000,"{""assertEquals"": 86, ""assertFalse"": 7, ""assertTrue"": 5}","{""assertEquals"": 86, ""assertFalse"": 7, ""assertTrue"": 5}",1.0000,0,0,"[""testByteBoolean"", ""testClearInt"", ""testClearLong""]","[""testByteBoolean"", ""testClearInt"", ""testClearLong""]","[""testByte"", ""testClear""]","[""testByte"", ""testClear""]","[""testClearShort"", ""testGetRawValue"", ""testGetShortRawValue"", ""testGetShortValue"", ""testGetValue"", ""testIsAllSet"", ""testIsSet"", ""testSet"", ""testSetBoolean"", ""testSetShort"", ""testSetShortBoolean"", ""testSetShortValue"", ""testSetValue""]","[""testClearShort"", ""testGetRawValue"", ""testGetShortRawValue"", ""testGetShortValue"", ""testGetValue"", ""testIsAllSet"", ""testIsSet"", ""testSet"", ""testSetBoolean"", ""testSetShort"", ""testSetShortBoolean"", ""testSetShortValue"", ""testSetValue""]",
gpt-5.5,474,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand474_7cfa8a932869,7cfa8a932869b98c3737f4ed41312d92eb50d636,Change StringUtils arguments from String to CharSequence.,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,0,0,0,1.0000,0,0,0,1.0000,0,0,0,1.0000,0,0,0,1.0000,853,853,1.0000,"{""assertAbbreviateWithOffset"": 21, ""assertEquals"": 768, ""assertFalse"": 13, ""assertNotNull"": 2, ""assertNull"": 21, ""assertSame"": 2, ""assertTrue"": 20, ""fail"": 6}","{""assertAbbreviateWithOffset"": 21, ""assertEquals"": 768, ""assertFalse"": 13, ""assertNotNull"": 2, ""assertNull"": 21, ""assertSame"": 2, ""assertTrue"": 20, ""fail"": 6}",1.0000,0,0,[],[],[],[],[],[],
gpt-5.5,475,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand475_f382d61a0377,f382d61a03778ccf838c6c051bd8692e4834dec2,Reimplement RandomStringUtils on top of SecureRandom#getInstanceStrong() (#1235),src/test/java/org/apache/commons/lang3/RandomStringUtilsTest.java,19,19,19,1.0000,1,1,1,1.0000,0,0,0,1.0000,0,0,0,1.0000,99,99,1.0000,"{""assertEquals"": 22, ""assertFalse"": 12, ""assertNotEquals"": 3, ""assertNotNull"": 1, ""assertThat"": 20, ""assertThrows"": 17, ""assertTrue"": 23, ""fail"": 1}","{""assertEquals"": 22, ""assertFalse"": 12, ""assertNotEquals"": 3, ""assertNotNull"": 1, ""assertThat"": 20, ""assertThrows"": 17, ""assertTrue"": 23, ""fail"": 1}",1.0000,17,17,"[""testRandomWithChars""]","[""testRandomWithChars""]",[],[],[],[],
gpt-5.5,476,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand476_344df3015897,344df301589744f0a4dc0f4eea91e078b2f97443,"TimeZones.GMT is a mutable public static final field, setRawOffset() and setID() (#1666)",src/test/java/org/apache/commons/lang3/time/TimeZonesTest.java,1,1,1,1.0000,0,0,0,1.0000,0,0,0,1.0000,1,1,1,1.0000,7,7,1.0000,"{""assertEquals"": 7}","{""assertEquals"": 7}",1.0000,0,0,[],[],[],[],"[""testToTimeZone""]","[""testToTimeZone""]",
gpt-5.5,477,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand477_7129c43b08da,7129c43b08da58e1c907dd2b90bb58e7a09bf85c,[LANG-1238] Add RegexUtils class instead of overloadinh methods in StringUtils that take a regex to take precompiled Pattern.,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,144,144,144,1.0000,6,6,6,1.0000,6,6,6,1.0000,0,0,0,1.0000,1519,1519,1.0000,"{""assertAbbreviateWithAbbrevMarkerAndOffset"": 21, ""assertAbbreviateWithOffset"": 21, ""assertArrayEquals"": 8, ""assertEquals"": 1175, ""assertFalse"": 30, ""assertNotNull"": 2, ""assertNull"": 170, ""assertSame"": 3, ""assertTrue"": 53, ""fail"": 36}","{""assertAbbreviateWithAbbrevMarkerAndOffset"": 21, ""assertAbbreviateWithOffset"": 21, ""assertArrayEquals"": 8, ""assertEquals"": 1175, ""assertFalse"": 30, ""assertNotNull"": 2, ""assertNull"": 170, ""assertSame"": 3, ""assertTrue"": 53, ""fail"": 36}",1.0000,13,13,"[""testRemoveAll_StringString"", ""testRemoveFirst_StringString"", ""testRemovePattern_StringString"", ""testReplaceAll_StringStringString"", ""testReplaceFirst_StringStringString"", ""testReplacePattern_StringStringString""]","[""testRemoveAll_StringString"", ""testRemoveFirst_StringString"", ""testRemovePattern_StringString"", ""testReplaceAll_StringStringString"", ""testReplaceFirst_StringStringString"", ""testReplacePattern_StringStringString""]","[""testRemoveAll"", ""testRemoveFirst"", ""testRemovePattern"", ""testReplaceAll"", ""testReplaceFirst"", ""testReplacePattern""]","[""testRemoveAll"", ""testRemoveFirst"", ""testRemovePattern"", ""testReplaceAll"", ""testReplaceFirst"", ""testReplacePattern""]",[],[],
gpt-5.5,478,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand478_74fa00c3c503,74fa00c3c503813da2413b9d5a862bb125ef50e7,LANG-955: Add methods for removing all invalid characters according to XML 1.0 and XML 1.1 in an input string to StringEscapeUtils. Thanks to Adam Hooper,src/test/java/org/apache/commons/lang3/StringEscapeUtilsTest.java,28,28,28,1.0000,2,2,2,1.0000,0,0,0,1.0000,4,4,4,1.0000,152,152,1.0000,"{""assertEquals"": 98, ""assertEscapeJava"": 17, ""assertFalse"": 1, ""assertNotNull"": 1, ""assertTrue"": 4, ""assertUnescapeJava"": 12, ""fail"": 19}","{""assertEquals"": 98, ""assertEscapeJava"": 17, ""assertFalse"": 1, ""assertNotNull"": 1, ""assertTrue"": 4, ""assertUnescapeJava"": 12, ""fail"": 19}",1.0000,0,0,"[""testEscapeXml10"", ""testEscapeXml11""]","[""testEscapeXml10"", ""testEscapeXml11""]",[],[],"[""testEscapeXml"", ""testEscapeXmlAllCharacters"", ""testEscapeXmlSupplementaryCharacters"", ""testLang720""]","[""testEscapeXml"", ""testEscapeXmlAllCharacters"", ""testEscapeXmlSupplementaryCharacters"", ""testLang720""]",
gpt-5.5,479,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand479_b046e22faf9c,b046e22faf9cd0a7190bd29cf648c154bab1f42f,Add Predicates,src/test/java/org/apache/commons/lang3/ThreadUtilsTest.java,32,32,32,1.0000,1,1,1,1.0000,0,0,0,1.0000,2,2,2,1.0000,65,65,1.0000,"{""assertEquals"": 23, ""assertFalse"": 3, ""assertNotNull"": 4, ""assertNull"": 4, ""assertSame"": 4, ""assertThat"": 3, ""assertThrows"": 18, ""assertTrue"": 6}","{""assertEquals"": 23, ""assertFalse"": 3, ""assertNotNull"": 4, ""assertNull"": 4, ""assertSame"": 4, ""assertThat"": 3, ""assertThrows"": 18, ""assertTrue"": 6}",1.0000,18,18,"[""testDepreacted""]","[""testDepreacted""]",[],[],"[""testComplexThreadGroups"", ""testThreadGroupsNullParent""]","[""testComplexThreadGroups"", ""testThreadGroupsNullParent""]",
gpt-5.5,481,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand481_10fee7abaf6c,10fee7abaf6c5efd335ccab56876b90baffbec13,LANG-940: Fix deprecation warnings; found some more usages,src/test/java/org/apache/commons/lang3/ObjectUtilsTest.java,36,36,36,1.0000,0,0,0,1.0000,0,0,0,1.0000,2,2,2,1.0000,160,160,1.0000,"{""assertEquals"": 75, ""assertFalse"": 7, ""assertNotNull"": 2, ""assertNotSame"": 2, ""assertNull"": 16, ""assertSame"": 28, ""assertTrue"": 15, ""fail"": 15}","{""assertEquals"": 75, ""assertFalse"": 7, ""assertNotNull"": 2, ""assertNotSame"": 2, ""assertNull"": 16, ""assertSame"": 28, ""assertTrue"": 15, ""fail"": 15}",1.0000,7,7,[],[],[],[],"[""testEquals"", ""testHashCode""]","[""testEquals"", ""testHashCode""]",
gpt-5.5,482,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand482_2c0b8483606e,2c0b8483606efbfbaccf600e3bc31fe10533e004,FastTimeZone.getGmtTimeZone() Javadoc promises null on no-match; regex always matches. (#1674),src/test/java/org/apache/commons/lang3/time/FastTimeZoneTest.java,15,15,15,1.0000,5,5,5,1.0000,0,0,0,1.0000,0,0,0,1.0000,33,33,1.0000,"{""assertEquals"": 28, ""assertNotNull"": 3, ""assertNull"": 1, ""assertTrue"": 1}","{""assertEquals"": 28, ""assertNotNull"": 3, ""assertNull"": 1, ""assertTrue"": 1}",1.0000,0,0,"[""testEmptyStringReturnsNonNullDespiteJavadoc"", ""testGmtOnlyReturnsNonNull"", ""testInvalidStringReturnsNull"", ""testJavadocReflectsLenientBehavior"", ""testPlusOnlyReturnsNonNull""]","[""testEmptyStringReturnsNonNullDespiteJavadoc"", ""testGmtOnlyReturnsNonNull"", ""testInvalidStringReturnsNull"", ""testJavadocReflectsLenientBehavior"", ""testPlusOnlyReturnsNonNull""]",[],[],[],[],
gpt-5.5,483,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand483_3a0d3b93a81f,3a0d3b93a81fd8c795be4da3bc34f693f7ee9ed3,LANG-1647 (#1069),src/test/java/org/apache/commons/lang3/exception/ExceptionUtilsTest.java,60,60,60,1.0000,7,7,7,1.0000,0,0,0,1.0000,0,0,0,1.0000,289,289,1.0000,"{""assertArrayEquals"": 1, ""assertEquals"": 148, ""assertFalse"": 9, ""assertNotNull"": 1, ""assertNull"": 40, ""assertSame"": 67, ""assertThrows"": 10, ""assertTrue"": 13}","{""assertArrayEquals"": 1, ""assertEquals"": 148, ""assertFalse"": 9, ""assertNotNull"": 1, ""assertNull"": 40, ""assertSame"": 67, ""assertThrows"": 10, ""assertTrue"": 13}",1.0000,10,10,"[""testIsChecked_checked"", ""testIsChecked_error"", ""testIsChecked_null"", ""testIsChecked_unchecked"", ""testIsUnchecked_checked"", ""testIsUnchecked_error"", ""testIsUnchecked_unchecked""]","[""testIsChecked_checked"", ""testIsChecked_error"", ""testIsChecked_null"", ""testIsChecked_unchecked"", ""testIsUnchecked_checked"", ""testIsUnchecked_error"", ""testIsUnchecked_unchecked""]",[],[],[],[],
gpt-5.5,484,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand484_4cff6633e930,4cff6633e9301647c8815119f99da8932502dc88,LANG-1717: support RISC-V in ArchUtils (#1128),src/test/java/org/apache/commons/lang3/ArchUtilsTest.java,6,6,6,1.0000,0,0,0,1.0000,0,0,0,1.0000,3,3,3,1.0000,81,81,1.0000,"{""assertEquals"": 2, ""assertEqualsArchNotNull"": 10, ""assertEqualsTypeNotNull"": 10, ""assertFalse"": 14, ""assertNotEquals"": 3, ""assertNotEqualsArchNotNull"": 10, ""assertNotEqualsTypeNotNull"": 4, ""assertNotNull"": 9, ""assertNull"": 2, ""assertTrue"": 17}","{""assertEquals"": 2, ""assertEqualsArchNotNull"": 10, ""assertEqualsTypeNotNull"": 10, ""assertFalse"": 14, ""assertNotEquals"": 3, ""assertNotEqualsArchNotNull"": 10, ""assertNotEqualsTypeNotNull"": 4, ""assertNotNull"": 9, ""assertNull"": 2, ""assertTrue"": 17}",1.0000,0,0,[],[],[],[],"[""testArch"", ""testIs32BitJVM"", ""testIs64BitJVM""]","[""testArch"", ""testIs32BitJVM"", ""testIs64BitJVM""]",
gpt-5.5,485,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand485_54facb4fd93c,54facb4fd93c2ff59b3096c6e64b9be1b3c9cd88,DOC: StringUtils.containsAny. ADD: containsAllWords to WordUtils,src/test/java/org/apache/commons/lang3/text/WordUtilsTest.java,13,13,13,1.0000,1,1,1,1.0000,0,0,0,1.0000,0,0,0,1.0000,202,202,1.0000,"{""assertEquals"": 185, ""assertFalse"": 13, ""assertNotNull"": 1, ""assertTrue"": 3}","{""assertEquals"": 185, ""assertFalse"": 13, ""assertNotNull"": 1, ""assertTrue"": 3}",1.0000,0,0,"[""testContainsAllWords_StringString""]","[""testContainsAllWords_StringString""]",[],[],[],[],
gpt-5.5,486,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand486_553a0474ea11,553a0474ea11a9b61a8de618a3512f29f5a17368,LANG-1433: MethodUtils will throw a NPE if invokeMethod() is called for a var-args method (#407),src/test/java/org/apache/commons/lang3/reflect/MethodUtilsTest.java,42,42,42,1.0000,2,2,2,1.0000,0,0,0,1.0000,0,0,0,1.0000,186,186,1.0000,"{""assertArrayEquals"": 8, ""assertEquals"": 118, ""assertFalse"": 2, ""assertNotNull"": 11, ""assertNotSame"": 1, ""assertNull"": 14, ""assertSame"": 4, ""assertThat"": 3, ""assertThrows"": 17, ""assertTrue"": 8}","{""assertArrayEquals"": 8, ""assertEquals"": 118, ""assertFalse"": 2, ""assertNotNull"": 11, ""assertNotSame"": 1, ""assertNull"": 14, ""assertSame"": 4, ""assertThat"": 3, ""assertThrows"": 17, ""assertTrue"": 8}",1.0000,17,17,"[""testInvokeMethod_VarArgsNotUniqueResolvable"", ""testInvokeMethod_VarArgsWithNullValues""]","[""testInvokeMethod_VarArgsNotUniqueResolvable"", ""testInvokeMethod_VarArgsWithNullValues""]",[],[],[],[],
gpt-5.5,488,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand488_717f163a6df9,717f163a6df989499dc5df2f1de2e1b6a23ba1e8,Add Streams.of(Iterator),src/test/java/org/apache/commons/lang3/stream/StreamsTest.java,20,20,20,1.0000,2,2,2,1.0000,0,0,0,1.0000,0,0,0,1.0000,57,57,1.0000,"{""assertAll"": 2, ""assertEquals"": 34, ""assertEvenNumbers"": 3, ""assertNotNull"": 1, ""assertThat"": 8, ""assertThrows"": 7, ""assertTrue"": 2}","{""assertAll"": 2, ""assertEquals"": 34, ""assertEvenNumbers"": 3, ""assertNotNull"": 1, ""assertThat"": 8, ""assertThrows"": 7, ""assertTrue"": 2}",1.0000,7,7,"[""testOfIteratorNotNull"", ""testOfIteratorNull""]","[""testOfIteratorNotNull"", ""testOfIteratorNull""]",[],[],[],[],
gpt-5.5,489,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand489_75fa90e96c3e,75fa90e96c3ea16f92e1a178b257534990ac1616,Use final.,src/test/java/org/apache/commons/lang3/CharSequenceUtilsTest.java,7,7,7,1.0000,0,0,0,1.0000,0,0,0,1.0000,1,1,1,1.0000,20,20,1.0000,"{""assertArrayEquals"": 2, ""assertEquals"": 8, ""assertFalse"": 1, ""assertNotNull"": 1, ""assertNull"": 3, ""assertThrows"": 3, ""assertTrue"": 2}","{""assertArrayEquals"": 2, ""assertEquals"": 8, ""assertFalse"": 1, ""assertNotNull"": 1, ""assertNull"": 3, ""assertThrows"": 3, ""assertTrue"": 2}",1.0000,3,3,[],[],[],[],"[""testNewLastIndexOf""]","[""testNewLastIndexOf""]",
gpt-5.5,490,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand490_79380dba9197,79380dba919716065f5e16465671782119449a36,DurationUtils.toMillisInt() throws ArithmeticException on long overflows before clamping (#1657),src/test/java/org/apache/commons/lang3/time/DurationUtilsTest.java,17,17,17,1.0000,2,2,2,1.0000,0,0,0,1.0000,0,0,0,1.0000,83,83,1.0000,"{""assertEquals"": 71, ""assertFalse"": 2, ""assertNullPointerException"": 1, ""assertThrows"": 1, ""assertTrue"": 8}","{""assertEquals"": 71, ""assertFalse"": 2, ""assertNullPointerException"": 1, ""assertThrows"": 1, ""assertTrue"": 8}",1.0000,1,1,"[""testToMillisIntOverflowToMaxInteger"", ""testToMillisIntUnderflowToMinInteger""]","[""testToMillisIntOverflowToMaxInteger"", ""testToMillisIntUnderflowToMinInteger""]",[],[],[],[],
gpt-5.5,491,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand491_b1b409ae4096,b1b409ae4096664a33787bf52be32d9d2eb0cb31,[LANG-1724] Customise text pattern in DiffResult#toString(),src/test/java/org/apache/commons/lang3/builder/DiffResultTest.java,10,10,10,1.0000,1,1,1,1.0000,1,1,1,1.0000,6,6,6,1.0000,15,15,1.0000,"{""assertEquals"": 10, ""assertThrows"": 4, ""assertTrue"": 1}","{""assertEquals"": 10, ""assertThrows"": 4, ""assertTrue"": 1}",1.0000,4,4,"[""testDefaultStyle""]","[""testDefaultStyle""]","[""testNullStyle""]","[""testNullStyle""]","[""testIterator"", ""testLeftAndRightGetters"", ""testListIsNonModifiable"", ""testNullLhs"", ""testNullList"", ""testNullRhs""]","[""testIterator"", ""testLeftAndRightGetters"", ""testListIsNonModifiable"", ""testNullLhs"", ""testNullList"", ""testNullRhs""]",
gpt-5.5,493,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand493_c503d742f094,c503d742f094dc2048b72c3f78f5e2e6070a44e1,LANG-1252: better naming and java 6 specifics around handling a leading +,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,96,96,96,1.0000,2,2,2,1.0000,1,1,1,1.0000,3,3,3,1.0000,521,520,1.0019,"{""assertEquals"": 207, ""assertFalse"": 18, ""assertNotNull"": 2, ""assertTrue"": 284, ""fail"": 10}","{""assertEquals"": 207, ""assertFalse"": 18, ""assertNotNull"": 2, ""assertTrue"": 284, ""fail"": 9}",1.0000,32,32,"[""testIsCreatable"", ""testLANG1252""]","[""testIsCreatable"", ""testLANG1252""]","[""testIsNumber""]","[""testIsNumber""]","[""testLANG971"", ""testLANG972"", ""testLANG992""]","[""testLANG971"", ""testLANG972"", ""testLANG992""]",
gpt-5.5,494,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand494_c9a5e54a7c0b,c9a5e54a7c0b4c0be46940d136677a2c9f052ed7,Add final modifier to local variables.,src/test/java/org/apache/commons/lang3/concurrent/MemoizerTest.java,6,6,6,1.0000,0,0,0,1.0000,0,0,0,1.0000,6,6,6,1.0000,6,6,1.0000,"{""assertEquals"": 3, ""fail"": 3}","{""assertEquals"": 3, ""fail"": 3}",1.0000,4,4,[],[],[],[],"[""testDefaultBehaviourNotToRecalculateExecutionExceptions"", ""testDoesNotRecalculateWhenSetToFalse"", ""testDoesRecalculateWhenSetToTrue"", ""testOnlyCallComputableOnceIfDoesNotThrowException"", ""testWhenComputableThrowsError"", ""testWhenComputableThrowsRuntimeException""]","[""testDefaultBehaviourNotToRecalculateExecutionExceptions"", ""testDoesNotRecalculateWhenSetToFalse"", ""testDoesRecalculateWhenSetToTrue"", ""testOnlyCallComputableOnceIfDoesNotThrowException"", ""testWhenComputableThrowsError"", ""testWhenComputableThrowsRuntimeException""]",
gpt-5.5,496,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/gpt-5.5/cand496_faa1a1eea544,faa1a1eea544dbdf5c2fa88c622e6e3eedd09837,Internal refactoring,src/test/java/org/apache/commons/lang3/builder/DiffBuilderTest.java,33,33,33,1.0000,0,0,0,1.0000,0,0,0,1.0000,16,16,16,1.0000,82,82,1.0000,"{""assertArrayEquals"": 18, ""assertEquals"": 51, ""assertNotEquals"": 1, ""assertNotSame"": 2, ""assertSame"": 1, ""assertThat"": 5, ""assertThrows"": 4}","{""assertArrayEquals"": 18, ""assertEquals"": 51, ""assertNotEquals"": 1, ""assertNotSame"": 2, ""assertSame"": 1, ""assertThat"": 5, ""assertThrows"": 4}",1.0000,4,4,[],[],[],[],"[""testBoolean"", ""testBooleanArray"", ""testByte"", ""testByteArray"", ""testByteArrayEqualAsObject"", ""testCharArray"", ""testDiffResult"", ""testDoubleArray"", ""testFloatArray"", ""testIntArray"", ""testLongArray"", ""testObjectArray"", ""testObjectArrayEqual"", ""testSameObjectIgnoresAppends"", ""testShortArray"", ""testSimilarObjectIgnoresAppends""]","[""testBoolean"", ""testBooleanArray"", ""testByte"", ""testByteArray"", ""testByteArrayEqualAsObject"", ""testCharArray"", ""testDiffResult"", ""testDoubleArray"", ""testFloatArray"", ""testIntArray"", ""testLongArray"", ""testObjectArray"", ""testObjectArrayEqual"", ""testSameObjectIgnoresAppends"", ""testShortArray"", ""testSimilarObjectIgnoresAppends""]",
